"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"10559","DBShop(#10)","客户管理模块(#150)","","输入的”审核人“为未注册的”审核人“的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”审核人“位置输入”陈陈陈“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 没有查询到匹配的充值记录什么都不显示
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10558","DBShop(#10)","客户管理模块(#150)","","输入的”审核人“为特殊符号的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”审核人“位置输入”##“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“审核人”包含“##”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10557","DBShop(#10)","客户管理模块(#150)","","输入的”审核人“为姓名的中间一部分的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”审核人“位置输入”mi“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“审核人”包含“mi”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10556","DBShop(#10)","客户管理模块(#150)","","输入的”审核人“为姓名的末尾一部分的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”审核人“位置输入”n“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“审核人”包含“n”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10555","DBShop(#10)","客户管理模块(#150)","","输入的”审核人“为姓名的开头一部分的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”审核人“位置输入”ad“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“审核人”包含“ad”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10554","DBShop(#10)","客户管理模块(#150)","","输入的”审核人“为已注册的完整的姓名的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”审核人“位置输入”admin“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“审核人”包含“admin”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10553","DBShop(#10)","客户管理模块(#150)","","输入的”被充值人“为未注册的”被充值人“的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”被充值人“位置输入”陈陈陈“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 没有查询到匹配的客户什么都不显示
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10552","DBShop(#10)","客户管理模块(#150)","","输入的”被充值人“为特殊符号的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”被充值人“位置输入”##“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“被充值人”包含“##”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10551","DBShop(#10)","客户管理模块(#150)","","输入的”被充值人“为姓名的中间一部分的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”被充值人“位置输入”客户“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“被充值人”包含“客户”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10550","DBShop(#10)","客户管理模块(#150)","","输入的”被充值人“为姓名的末尾一部分的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”被充值人“位置输入”4“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“被充值人”包含“4”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10549","DBShop(#10)","客户管理模块(#150)","","输入的”被充值人“为姓名的开头一部分的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”被充值人“位置输入”测试“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“被充值人”包含“测试”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10548","DBShop(#10)","客户管理模块(#150)","","输入的”被充值人“为已注册的完整的姓名的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”被充值人“位置输入”测试客户4“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 输入成功
4. 搜索出“被充值人”包含“测试客户4”的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10547","DBShop(#10)","客户管理模块(#150)","","选择”状态“为”充值完成“的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”状态“位置输入”充值完成“
4. 点击“搜索”按钮
","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“充值记录
3. 在”客户状态“位置选择”充值完成“
4. 搜索出“状态”为“充值完成”的充值记录
","","","3","功能测试","","正常","0","2","4","通过","陈若繁","2018-12-03","陈若繁","2018-12-11","2","",""
"10546","DBShop(#10)","客户管理模块(#150)","","选择”状态“为”未充值“的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”状态“位置输入”未充值“
4. 点击“搜索”按钮
","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“充值记录
3. 在”客户状态“位置选择”未充值“
4. 搜索出”客户状态“为“未充值“的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","陈若繁","2018-12-11","2","",""
"10545","DBShop(#10)","客户管理模块(#150)","","输入”时间“的”始“时间晚于”终“的时间的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”时间“的”始“位置输入”2018-11-30““，在”时间“的”终“位置输入”2018-11-27“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 开始位置输入成功，结束位置输入成功
4. 没有查询到匹配的充值记录什么都不显示
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10544","DBShop(#10)","客户管理模块(#150)","","输入”时间“的”始“和”终“的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”时间“的”始“位置输入”2018-11-27““，在”时间“的”终“位置输入”2018-11-30“
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 开始位置输入成功，结束位置输入成功
4. 搜索出“时间”时间在“2018-11-27”到“2018-11-30”之间的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10543","DBShop(#10)","客户管理模块(#150)","","只输入”时间“的”终“的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”时间“的”始“位置不输入，在”时间“的”终“位置输入2018-11-27
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 开始位置空白，结束位置输入成功
4. 搜索出“时间”时间在“2018-11-27”之前的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10542","DBShop(#10)","客户管理模块(#150)","","只输入”时间“的”始“的情况下，验证“查找充值记录”的功能","1.网络连接良好
2.登录后台
3.系统中已经存在”充值记录“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户余额-充值记录
3. 在”时间“的”始“位置输入”2018-11-27““，在”时间“的”终“位置不输入
4. 点击“搜索”按钮
","1. 弹出下拉菜单
2. 跳转到“充值记录”页面
3. 开始位置输入成功，结束位置空白
4. 搜索出“时间”时间在“2018-11-27”之后的充值记录
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10541","DBShop(#10)","客户管理模块(#150)","","输入的“等级积分范围“与其他客户组重叠的情况下，验证“添加客户组”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户组“
3. 点击”添加客户组“按钮
4. ”客户组名称“填写为”testcusgroup3”
5. 等级积分范围为”500“-”700“
6. 点击”保存客户组信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户组”页面
4. 输入成功
5. 提示“积分范围重复”
6. 保存失败，提示“积分范围重复”
","1. 
2. 
3. 
4. 
5. 
6. 不提示
","","3","功能测试","","正常","1","2","6","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10540","DBShop(#10)","客户管理模块(#150)","","输入的“等级积分范围“前面的数比后面的数大的情况下，验证“添加客户组”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户组“
3. 点击”添加客户组“按钮
4. ”客户组名称“填写为”testcusgroup2”
5. 等级积分范围为”791“-”755“
6. 点击”保存客户组信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户组”页面
4. 输入成功
5. 提示“积分范围错误”
6. 保存失败，提示“积分范围错误”
","1. 
2. 
3. 
4. 
5. 
6. 不提示
","","3","功能测试","","正常","1","1","6","失败","陈若繁","2018-12-03","陈若繁","2018-12-11","2","",""
"10539","DBShop(#10)","客户管理模块(#150)","","输入的“等级积分范围“为小数的情况下，验证“添加客户组”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户组“
3. 点击”添加客户组“按钮
4. ”客户组名称“填写为”testcusgroup1”
5. 等级积分范围为”655.5“-”700.5“
6. 点击”保存客户组信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户组”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10538","DBShop(#10)","客户管理模块(#150)","","输入的“客户组名称“为特殊符号的情况下，验证“添加客户组”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户组“
3. 点击”添加客户组“按钮
4. ”客户组名称“填写为”###“
5. 等级积分范围为”601“-”650“
6. 点击”保存客户组信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户组”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10537","DBShop(#10)","客户管理模块(#150)","","输入的“客户组名称“为数字的情况下，验证“添加客户组”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户组“
3. 点击”添加客户组“按钮
4. ”客户组名称“填写为”111“
5. 等级积分范围为”551“-”600“
6. 点击”保存客户组信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户组”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10536","DBShop(#10)","客户管理模块(#150)","","输入的“客户组名称“为字母的情况下，验证“添加客户组”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户组“
3. 点击”添加客户组“按钮
4. ”客户组名称“填写为”testcusgroup”
5. 等级积分范围为”500“-”550“
6. 点击”保存客户组信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户组”页面
4. 输入成功
5. 输入成功
6. 保存成功
","","","3","功能测试","","正常","0","1","6","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10535","DBShop(#10)","客户管理模块(#150)","","验证“管理客户组”的“删除”功能","1.网络连接良好
2.登录后台
3.系统中已经存在”客户组“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击”客户扩展信息“为”tese1‘的“删除”按钮
4. 点击弹出框的“确定“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“确认删除”页面
4. 删除成功
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10534","DBShop(#10)","客户管理模块(#150)","","验证“管理客户组”的“编辑”功能","1.网络连接良好
2.登录后台
3.系统中已经存在”客户组“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击”客户扩展信息“为”tese1‘的“编辑”按钮
4. 允许为空改为“否”
5. 点击“保存客户扩展信息”按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“编辑客户扩展信息”页面
4. 修改成功
5. 保存成功
","","","3","功能测试","","正常","0","1","5","通过","陈若繁","2018-12-03","陈若繁","2018-12-11","1","",""
"10533","DBShop(#10)","客户管理模块(#150)","","验证输入的“字段类型”格式错误的情况下，“添加客户扩展信息”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击“添加扩展信息”按钮
4. “字段名称”填写为“hobby”
5. “字段标题“填写为”爱好“
6. ”字段类型“填写为”下拉表单“
7. 选项值填写为”1：北京“
8. 点击”保存客户扩展信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户扩展信息”页面
4. 输入成功
5. 输入成功
6. 选择成功
7. 输入成功
8. 保存失败，提示”字段类型输入格式错误“
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 不提示
","","3","功能测试","","正常","1","1","8","失败","陈若繁","2018-12-03","陈若繁","2018-12-11","2","",""
"10532","DBShop(#10)","客户管理模块(#150)","","验证输入的“字段标题”为重复的情况下，“添加客户扩展信息”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击“添加扩展信息”按钮
4. “字段名称”填写为“hobby5”
5. ““字段标题“填写为”爱好“
6. ”字段类型“填写为”多行文本表单“
7. 点击”保存客户扩展信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户扩展信息”页面
4. 输入成功
5. 提示“该字段标题已经存在！“
6. 选择成功
7. 保存失败，提示”该字段标题已经存在！“
","1. 
2. 
3. 
4. 
5. 
6. 
7. 提示的是“OK”
","","3","功能测试","","正常","1","1","7","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10531","DBShop(#10)","客户管理模块(#150)","","验证输入的“字段名称”为重复的情况下，“添加客户扩展信息”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击“添加扩展信息”按钮
4. “字段名称”hobby”
5. ““字段标题“填写为”爱好4“
6. ”字段类型“填写为”多行文本表单“
7. 点击”保存客户扩展信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户扩展信息”页面
4. 提示“该字段名称已经存在！“
5. 输入成功
6. 选择成功
7. 保存失败，提示”该字段名称已经存在！“
","","","3","功能测试","","正常","0","1","7","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10530","DBShop(#10)","客户管理模块(#150)","","验证输入的“字段名称”为特殊字符的情况下，“添加客户扩展信息”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击“添加扩展信息”按钮
4. “字段名称”填写为“##”
5. ““字段标题“填写为”爱好3“
6. ”字段类型“填写为”多行文本表单“
7. 点击”保存客户扩展信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户扩展信息”页面
4. 提示“请输入英文字符串（可以包含下划线或者数字）！“
5. 输入成功
6. 选择成功
7. 保存失败，提示”请输入英文字符串（可以包含下划线或者数字）！“
","","","3","功能测试","","正常","0","1","7","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10529","DBShop(#10)","客户管理模块(#150)","","验证输入的“字段名称”为中文的情况下，“添加客户扩展信息”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击“添加扩展信息”按钮
4. “字段名称”填写为“好呗”
5. ““字段标题“填写为”爱好2“
6. ”字段类型“填写为”多行文本表单“
7. 点击”保存客户扩展信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户扩展信息”页面
4. 提示“请输入英文字符串（可以包含下划线或者数字）！“
5. 输入成功
6. 选择成功
7. 保存失败，提示”请输入英文字符串（可以包含下划线或者数字）！“
","","","3","功能测试","","正常","0","1","7","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10528","DBShop(#10)","客户管理模块(#150)","","验证输入的“字段名称”为英文的情况下，“添加客户扩展信息”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击“添加扩展信息”按钮
4. “字段名称”填写为“hobby1”
5. ““字段标题“填写为”爱好1“
6. ”字段类型“填写为”多行文本表单“
7. 点击”保存客户扩展信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到“新加客户扩展信息”页面
4. 输入成功
5. 输入成功
6. 选择成功
7. 保存成功
","","","3","功能测试","","正常","0","1","7","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10527","DBShop(#10)","客户管理模块(#150)","","验证“客户扩展信息”的“删除”功能","1.网络连接良好
2.登录后台
3.系统已经存在”客户扩展信息“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击“address”的”删除“按钮
4. 弹出框中选择”确定“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 弹出“确认删除”弹出框
4. 删除成功
","","","3","功能测试","","正常","0","1","4","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10526","DBShop(#10)","客户管理模块(#150)","","验证“客户扩展信息”的“编辑”功能","1.网络连接良好
2.登录后台
3.系统已经存在”客户扩展信息“","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“客户扩展信息“
3. 点击“address”的”编辑“按钮
4. 字段标题修改为”客户地址“
5. 点击”保存客户扩展信息“按钮
","1. 弹出下拉菜单
2. 跳转到“客户扩展信息”页面
3. 跳转到”编辑客户扩展信息“的界面
4. 修改成功
5. 保存成功
","","","3","功能测试","","正常","0","1","5","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10525","DBShop(#10)","客户管理模块(#150)","","输入的“手机号码”为特殊符号的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户17”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_17@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““###
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 传入成功
10. 输入成功
11. 提示“手机号码格式错误”
12. 保存失败，提示”手机号码格式错误”
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 没有提示
12. 没有提示
","","3","功能测试","","正常","1","1","12","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10524","DBShop(#10)","客户管理模块(#150)","","输入的“手机号码”为字母的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户16”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_16@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““aaa
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 传入成功
10. 输入成功
11. 提示“手机号码格式错误”
12. 保存失败，提示”手机号码格式错误”
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 没有提示
12. 没有提示
","","3","功能测试","","正常","1","1","12","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10523","DBShop(#10)","客户管理模块(#150)","","输入的“手机号码”已经注册过的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户15”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_15@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000002
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 传入成功
10. 输入成功
11. 提示“手机号码已经注册”
12. 保存失败，提示”手机号码已经注册”
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 没有提示
12. 没有提示
","","3","功能测试","","正常","1","1","12","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10522","DBShop(#10)","客户管理模块(#150)","","输入的“手机号码”少于11位的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户14”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_14@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““1380014
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 传入成功
10. 输入成功
11. 提示“手机号码格式错误”
12. 保存失败，提示”手机号码格式错误”
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 没有提示
12. 没有提示
","","3","功能测试","","正常","1","1","12","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10521","DBShop(#10)","客户管理模块(#150)","","输入的“确认密码”与“客户密码”不一样的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户13”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_13@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“test123”
11. “手机号码”填写为““13800000013
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 输入成功
10. 提示“两次输入的密码不一致！”
11. 输入成功
12. 保存失败，提示”两次输入的密码不一致！”
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10520","DBShop(#10)","客户管理模块(#150)","","输入的“客户密码”少于6为的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户12”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_12@qq.com”
9. “客户密码”填写为“test”
10. “确认密码”填写为“test”
11. “手机号码”填写为““13800000012
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 提示“至少输入6位密码！”
10. 提示“至少输入6位确认密码！”
11. 输入成功
12. 保存失败，提示“至少输入6位密码！”，提示“至少输入6位确认密码！”
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
